1,1,2049,-26.3851068681474,-37.3843223359488,-31.877839732795
2,1025,3073,-20.9169434973905,-31.8743972132212,-26.3886315006086
3,2049,4097,-15.4703936356622,-26.3851068681474,-20.9205492981589
4,3073,5121,-10.0459381557223,-20.9169434973905,-15.4740796601576
5,4097,6145,-4.64405226837918,-15.4703936356622,-10.0497034593646
6,5121,7169,-0.151318317213637,-57.209617534685,-7.99848082606119
7,6145,8193,-0.151318317213637,-57.209617534685,-20.9912779904121
8,7169,9217,169.354557338214,-79.7544975165649,-17.3002773361502
9,8193,10241,169.354557338214,-79.7544975165649,-3.94588408676517
10,9217,11265,179.850928561583,-63.2239803963185,6.45409848707878
11,10241,12289,179.850928561583,-63.2239803963185,14.5746287063907
12,11265,13313,39.4275253372395,-40.181529275799,6.16651408756207
13,12289,14337,36.6431903038617,-33.6861589878964,1.75176873621769
14,13313,15361,83.8936231183158,-33.6861589878964,2.23272881817692
15,14337,16385,83.8936231183158,-30.7897654134237,-3.65883846055601
16,15361,17409,10.4130065646341,-49.2656953047792,-14.5373913691654
17,16385,18433,156.909159544976,-56.0243193477353,-10.413046936553
18,17409,19457,156.909159544976,-56.0243193477353,-9.81983146378326
19,18433,20481,19.796166793173,-46.5568908113709,-16.4070202507792
20,19457,21505,19.796166793173,-51.6718064342062,-18.2049705880256
21,20481,22529,171.270571479298,-60.55106447394,-8.09244264480741
22,21505,23553,171.270571479298,-60.55106447394,9.32712654347964
23,22529,24577,284.135611671594,-51.9344109542318,57.1683531387746
24,23553,25601,284.135611671594,30.3435304903094,79.5848296335866
25,24577,26625,253.6882645612,27.6026884804738,72.8765350998973
26,25601,27649,253.6882645612,20.6415392294816,68.8267272340612
27,26625,28673,90.0999783606962,20.6415392294816,52.4383199556326
28,27649,29697,90.0999783606962,19.9073223243958,53.2785624703251
29,28673,30721,254.032806322905,7.7303400154741,62.13973722023
30,29697,31745,254.032806322905,-3.79028048125416,49.7401540761064
31,30721,32769,203.79404234378,-3.79028048125416,32.6264630753003
32,31745,33793,203.79404234378,-17.9250222068793,27.4919483700142
33,32769,34817,166.458967332913,-17.9250222068793,15.1773664898723
34,33793,35841,60.808306177442,-16.3079802892714,12.7165486845279
35,34817,36865,165.973047610235,-34.3754396353335,14.7437854527015
36,35841,37889,195.731629855996,-36.8334559715875,12.7229627061632
37,36865,38913,195.731629855996,-36.8334559715875,7.30916440516474
38,37889,39937,181.329745864837,-36.0749188131542,1.63013663847847
39,38913,40961,169.908467034943,-54.8322184502483,-5.6809779695748
40,39937,41985,181.005027330171,-54.8322184502483,-2.83459862906238
41,40961,43009,181.005027330171,-44.556838601181,-6.74838505696284
42,41985,44033,152.677128750877,-57.4155411238796,-13.6409169305579
43,43009,45057,152.677128750877,-59.1584305588008,-17.9887320035868
44,44033,46081,147.336327297955,-77.5954892259512,-30.7949383073198
45,45057,47105,160.991258166207,-77.5954892259512,-23.2859625644185
46,46081,48129,160.991258166207,-54.8511103526293,-20.0904644397906
47,47105,49153,187.303199534445,-54.8478901325709,-5.87361906865122
48,48129,50177,187.303199534445,-54.8478901325709,-5.07578406482082
49,49153,51201,112.583393607378,-68.8011904749855,-25.9752251917833
50,50177,52225,157.367182315871,-68.8011904749855,-13.7728249522427
51,51201,53249,157.367182315871,-54.3461609932163,-16.187832368503
52,52225,54273,202.533300998631,-53.7768480737784,-0.678592167437225
53,53249,55297,202.533300998631,-54.0965624471752,-0.0504949024976135
54,54273,56321,177.003186357653,-65.980941094242,-15.2973774417588
55,55297,57345,177.003186357653,-71.4451296819994,-25.061178946444
