1,1,5036,1,30.6637,-70.4482,-16.6387819301032
2,5036,6838,1,171.2126,-78.4399,-28.0396595673877
3,6838,8652,0,-13.3773,-71.7512,-45.2216100275482
4,8652,10802,1,196.3169,-95.9868,-25.6111771269177
5,10802,12685,1,111.4489,-102.4149,-46.6282555732484
6,12685,14596,1,117.4427,-95.2919,-45.2190484832636
7,14596,16671,0,-23.3669,-118.4851,-64.8485981213873
8,16671,18606,1,150.6254,-94.8575,-42.0268416838843
9,18606,20478,0,-14.4197,-101.7199,-54.9348042712226
10,20478,22433,1,161.3099,-125.6949,-58.4612230572597
11,22433,24410,0,-45.5177,-119.9618,-80.3462365520728
12,24410,26250,1,152.6234,-122.8283,-59.3917244432374
13,26250,28246,0,-52.467,-136.2926,-87.5128683024537
14,28246,30080,0,-53.8568,-148.1932,-101.650306212534
15,30080,32223,1,126.303,-142.9812,-86.0935636660447
16,32223,34053,0,-79.4823,-156.9666,-119.870922228291
17,34053,35977,0,-72.4461,-156.706,-115.861839948052
18,35977,38150,1,339.9062,-253.6484,-12.3055069917204
19,38150,40103,1,118.0507,-90.4274,-44.1015029682702
20,40103,42218,0,-30.3162,-109.5379,-71.9524915406428
21,42218,44155,1,142.0257,-133.7735,-68.644840763674
22,44155,46241,0,-41.9562,-140.7227,-93.1061087206517
23,46241,48385,1,120.8304,-153.6657,-79.8774448951049
24,48385,50478,1,150.0174,-154.6213,-89.934223686724
25,50478,52406,1,68.7978,-180.4204,-124.803973043028
26,52406,54278,0,-105.4552,-206.1327,-152.310201121196
27,54278,56215,1,64.1939,-199.5309,-140.892731114551
28,56215,58207,0,-20.066,-199.3572,-151.620791470145
29,58207,60112,0,-120.7436,-223.0716,-170.553081689402
30,60112,62249,0,-117.0952,-212.7345,-161.138109307764
31,62249,64166,0,-122.7415,-224.5483,-170.982118769552
32,64166,66164,0,-149.2356,-230.1946,-183.252668884442
33,66164,68031,0,-147.1508,-250.608,-202.859489507494
34,68031,70191,1,68.1028,-251.4767,-187.152067653864
35,70191,72112,0,-3.909,-281.3586,-198.092523829344
36,72112,74227,0,-176.2509,-281.8798,-220.082538279774
37,74227,76423,0,-36.4837,-257.2967,-206.217732089212
38,76423,78427,0,-33.0959,-275.4517,-216.316003640898
39,78427,80589,0,-189.5413,-284.1383,-240.563257050393
40,80589,82725,0,-30.5768,-274.7568,-217.012623724848
41,82725,84540,0,-39.6108,-281.4454,-214.058184526432
42,84540,86402,0,-5.2988,-290.5663,-216.930436929683
43,86402,88266,0,-188.6727,-288.7422,-232.248752171582
44,88266,90273,0,-204.5691,-293.9541,-240.350741633466
45,90273,92087,1,2.4322,-290.0452,-226.446511790634
46,92087,94130,0,-210.1286,-299.1661,-252.566061643835
47,94130,95940,0,-29.1001,-287.6998,-234.835686361127
48,95940,98056,0,-195.5351,-297.8631,-251.082717194143
49,98056,100122,0,-14.4197,-319.4927,-249.143142380261
50,100122,102236,0,-47.8631,-337.9083,-254.264676028369
51,102236,104326,0,-26.6678,-314.2807,-256.679899091343
52,104326,106354,0,-53.5962,-338.5163,-267.547027895516
53,106354,108243,0,-247.5677,-337.3871,-293.95771005291
54,108243,110321,0,-59.8506,-330.2641,-268.409917460318
55,110321,112365,0,-230.2814,-321.6643,-273.814749779951
56,112365,114553,0,-75.5733,-344.1626,-265.102829145728
57,114553,116617,0,-91.4698,-331.7408,-272.445502953996
58,116617,118823,0,-48.558,-330.0035,-262.783288038061
59,118823,120726,0,-97.7241,-326.8763,-273.907087972689
60,120726,122802,0,-242.4427,-335.2154,-288.768311747713
61,122802,124727,0,-65.1494,-332.262,-269.051537642783
62,124727,126567,0,-54.378,-339.7325,-264.820132482347
63,126567,128682,0,-69.1452,-334.6942,-275.225785680529
64,128682,130693,0,-244.788,-343.8151,-292.128905268389
65,130693,132851,0,-70.8826,-342.8596,-268.532157248726
66,132851,134860,0,-248.0889,-342.599,-293.399997562189
67,134860,136895,0,-69.1452,-351.2856,-276.40820132613
68,136895,139083,0,-49.7741,-331.567,-253.424626222019
69,139083,141162,0,-31.6192,-319.0583,-256.993696971155
70,141162,143104,0,-42.8249,-333.1306,-269.176383685023
71,143104,144914,0,-239.4024,-338.8638,-288.406174323578
72,144914,147002,0,-35.8756,-313.3252,-255.687857491623
73,147002,149203,0,-47.1682,-315.0625,-254.991741598547
74,149203,151319,0,-227.8492,-328.2661,-277.457035144073
75,151319,153425,0,-63.1515,-321.0563,-267.091254247746
76,153425,155312,0,-71.8381,-324.4441,-257.761651430085
77,155312,157176,0,-52.7276,-337.9951,-256.354802359249
78,157176,159348,0,-33.2696,-334.4336,-268.803356925909
79,159348,161467,0,-246.1779,-335.9972,-286.820018679246
80,161467,163509,0,-54.378,-332.9569,-264.619948898678
81,163509,165661,0,-70.9694,-329.5691,-267.874834091964
82,165661,167743,0,-53.5962,-341.991,-262.343287421988
83,167743,169665,0,-22.4114,-309.7637,-239.643799687987
84,169665,171509,0,-227.5886,-316.1918,-264.15691701897
85,171509,173567,0,-60.4586,-313.1515,-245.742719961146
86,173567,175485,1,0.5212,-305.3336,-232.039940072955
87,175485,177641,0,-36.0493,-307.0709,-243.465076077886
88,177641,179512,1,3.6484,-317.1473,-221.385109829059
89,179512,181428,0,-223.5928,-348.2453,-275.88534277517
90,181428,183452,0,-142.1994,-310.0243,-262.239972691358
91,183452,185643,0,-36.6574,-308.287,-242.988227874088
92,185643,187519,0,-31.4454,-284.6595,-226.267976132126
93,187519,189387,0,-14.246,-276.581,-209.684605510969
94,189387,191301,0,-61.501,-271.8902,-213.497544908616
95,191301,193183,1,30.3162,-280.6636,-213.139474349442
96,193183,195220,0,-15.8965,-283.009,-212.619448478901
97,195220,197225,0,-38.9159,-303.5094,-237.622298604187
98,197225,199146,0,-24.4962,-307.8527,-228.193538345473
99,199146,201015,0,-157.9222,-267.1126,-214.911797540107
100,201015,203064,1,34.6595,-259.1209,-174.546257170732
